"Notation_efrs","QualityFlagSysURL_efrs","Path_e","Name_e","Description_e"
"collectiveStandard","","","Collective",NA
"fieldStandard","","","Field",NA
"internationalStandard","","","International",NA
"laboratoryStandard","","","Laboratory",NA
"primaryStandard","","","Primary",NA
"referenceStandard","","","Reference",NA
"secondaryStandard","","","Secondary",NA
"transferStandard","","","Transfer",NA
"travellingStandard","","","Travelling",NA
"workingStandard","","","Working",NA
